gene,gene_name
1700,SOX9
1701,WNT6
1702,FYN
1703,TSHR
1704,PAX2
1705,2-Sep
1706,SGK1
1707,BMPR2
1708,WASF1
1709,ALKBH1
1710,DYRK1A
1711,RP1
1712,IL3
1713,FGF12
1714,KDM6A
1715,NKX2-8
1716,GAB1
1717,UNC119
1718,JAM3
1719,CHAC1
1720,PPP1R9B
1721,RANBP9
1722,CTSV
1723,RNF165
1724,SPON2
1725,PAK1
1726,SERINC5
1727,ARL3
1728,SIAH1
1729,UHMK1
1730,MECP2
1731,TULP1
1732,CHERP
1733,RASGRF1
1734,GRIN3A
1735,AMBRA1
1736,SKOR2
1737,NDUFV2
1738,NRL
1739,PLOD3
1740,PIKFYVE
1741,IFT140
1742,BMP2
1743,PRDM12
1744,DDR1
1745,KIRREL
1746,KLF7
1747,VEGFD
1748,PROM1
1749,HES6
1750,WDPCP
1751,FGF5
1752,WNT5B
1753,SPINT2
1754,SEMA4A
1755,HCN1
1756,QKI
1757,CXCL1
1758,LMX1B
1759,UBE4B
1760,EFNB1
1761,ACSL4
1762,EFNB3
1763,DLG2
1764,SKOR1
1765,MED1
1766,GNGT1
1767,PPP1CC
1768,GFRA2
1769,USP33
1770,DCANP1
1771,SCN2B
1772,CTHRC1
1773,SPTB
1774,RALA
1775,BRSK1
1776,GABRB3
1777,TMC1
1778,PRPS1
1779,KCNIP2
1780,VASP
1781,GABRB2
1782,ARID1B
1783,CYFIP2
1784,WDR19
1785,NPHP4
1786,AFG3L2
1787,PREX2
1788,USH1C
1789,ULK1
1790,WNT8A
1791,USP21
1792,LLGL1
1793,PAX3
1794,ATP2B2
1795,GLRB
1796,CFL1
1797,CHRM2
1798,IFT52
1799,SLC9A6
1800,TEAD3
1801,KCNA2
1802,VCL
1803,WNT9A
1804,KIF5A
1805,CTNND2
1806,GAB2
1807,NKD1
1808,SMARCE1
1809,P2RX5
1810,APP
1811,GMFB
1812,SOX5
1813,PRDM6
1814,GRIP1
1815,SRF
1816,CDK16
1817,PTPRA
1818,GPM6A
1819,KIF17
1820,NCAM1
1821,CIT
1822,SDHA
1823,RELA
1824,PPARG
1825,APOA1
1826,EGF
1827,DRD3
1828,URS0000170CF4_9606
1829,SLC8A1
1830,SIX4
1831,TH
1832,FZD4
1833,AVPR1A
1834,AXL
1835,SCN5A
1836,DYNLL1
1837,EYA1
1838,SPHK1
1839,MNAT1
1840,KIF5B
1841,ETS1
1842,CSK
1843,BAG6
1844,NR2F2
1845,CSNK2A2
1846,YAP1
1847,BRCA2
1848,BOK
1849,BNIP3
1850,MKKS
1851,XRCC6
1852,TBX3
1853,STK4
1854,HTRA2
1855,PER2
1856,S1PR1
1857,ABCB4
1858,FRS2
1859,ACVR1B
1860,CST3
1861,ZBTB16
1862,BCR
1863,G6PD
1864,HNRNPD
1865,RARG
1866,DVL2
1867,STK3
1868,ARID1A
1869,ERBB3
1870,FBXO7
1871,S100A8
1872,SOX6
1873,ABAT
1874,CDK6
1875,GHRHR
1876,GHSR
1877,BMPR1B
1878,PSEN1
1879,DRD2
1880,RHOA
1881,DAB2IP
1882,NKX2-5
1883,CALR
1884,KIT
1885,TP63
1886,CREB1
1887,TRPV4
1888,GSK3A
1889,PRKACA
1890,FMR1
1891,CIB1
1892,NFE2L2
1893,GPER1
1894,MDM2
1895,IL2
1896,BCL6
1897,PDX1
1898,PTPN11
1899,IRS2
1900,YWHAE
1901,HEY2
1902,KAT2A
1903,HMGB2
1904,ARNTL
1905,GSN
1906,ATRX
1907,BBS4
1908,PRKDC
1909,AGER
1910,MEN1
1911,PAX8
1912,E2F1
1913,PKD1
1914,BID
1915,VANGL2
1916,BAK1
1917,BCL2L11
1918,GSTP1
1919,CITED1
1920,FOXJ1
1921,FGF9
1922,SMAD1
1923,MSX1
1924,SCRIB
1925,HNF1B
1926,CASP3
1927,KRAS
1928,NEDD4
1929,ATP2B4
1930,ROR2
1931,PITX2
1932,CRH
1933,PLCB1
1934,FOXC1
1935,RACGAP1
1936,SMPD1
1937,GALR2
1938,DYNLL2
1939,NAIP
1940,SLC11A2
1941,AREG
1942,FZD10
1943,GNAT2
1944,LEMD2
1945,MAPK10
1946,HIPK1
1947,PTPRK
1948,WDR5
1949,DLG3
1950,PIK3CD
1951,IFT20
1952,CSPG4
1953,PLA2G10
1954,FAM129B
1955,ATOH8
1956,STX3
1957,TEAD2
1958,CCK
1959,NUP133
1960,POSTN
1961,STXBP1
1962,UBB
1963,FZD9
1964,PRKN
1965,SALL4
1966,CUL4B
1967,UCHL1
1968,RAB13
1969,MYO7A
1970,FZD8
1971,RAB8A
1972,LEP
1973,TCF7
1974,SMARCC2
1975,GLIS2
1976,OPHN1
1977,SULF1
1978,SULF2
1979,BRSK2
1980,SMARCA2
1981,PFN1
1982,TSC2
1983,EPHA8
1984,HEXB
1985,BMP4
1986,LYN
1987,SPTBN5
1988,PICK1
1989,EDN3
1990,FUZ
1991,MEF2C
1992,TENM1
1993,HDAC9
1994,HIF1A
1995,ATXN3
1996,ATP6AP2
1997,PALM
1998,DEAF1
1999,SPINK5
2000,EHD1
2001,SIAH2
2002,WNK1
2003,APOE
2004,ITGA1
2005,ALS2
2006,OVOL2
2007,SPTA1
2008,PRICKLE1
2009,ARHGEF7
2010,APOA5
2011,CHRM1
2012,CDKN1C
2013,SLC1A3
2014,ALX1
2015,TRIP11
2016,GLMN
2017,ABI1
2018,SMARCC1
2019,PENK
2020,RORB
2021,GNAT1
2022,MICAL1
2023,MAPK9
2024,EEF2
2025,TOR1A
2026,CER1
2027,PROX2
2028,NR2E3
2029,NOTCH2
2030,MTOR
2031,ARFGEF1
2032,FGF19
2033,BCL2
2034,PRDM16
2035,ACHE
2036,DTNBP1
2037,ATP8B1
2038,DHFR
2039,PPIA
2040,NR2F6
2041,DNMT3A
2042,NR2C2
2043,VAPA
2044,DBNL
2045,NRAS
2046,TMED2
2047,GATA3
2048,SCN3B
2049,MAPK8IP2
2050,TRIM71
2051,MTHFD1
2052,GRIN2A
2053,NFIA
2054,MAPK8IP1
2055,RAB10
2056,UNC13B
2057,PRKCG
2058,FKBP8
2059,USP9X
2060,KLF15
2061,DCTN1
2062,CAMK2G
2063,ETV6
2064,PURA
2065,MINK1
2066,IFNG
2067,NPAS4
2068,SPTAN1
2069,IFT57
2070,CNGB1
2071,SFRP2
2072,SFRP1
2073,ATM
2074,WNT4
2075,PKD2
2076,FGF10
2077,NODAL
2078,TGFBR2
2079,CDC42
2080,AQP1
2081,RBPJ
2082,ADORA2A
2083,KLF4
2084,NOS1
2085,CDK1
2086,BAD
2087,MAPK1
2088,TAF1
2089,DLG1
2090,DNM2
2091,TLR4
2092,ARRB2
2093,MAPK3
2094,AGTR2
2095,NR4A3
2096,PPARGC1A
2097,PRDM1
2098,PIK3CB
2099,RPS6KA5
2100,BECN1
2101,AZU1
2102,PICALM
2103,FZD7
2104,FOXA2
2105,WASL
2106,PPP3CB
2107,APOB
2108,DACT1
2109,SDC4
2110,DLG4
2111,ADCY1
2112,PAK2
2113,RUNX2
2114,PLCG1
2115,SHC1
2116,EPHA2
2117,SPTBN1
2118,ANK2
2119,ERCC3
2120,CAMK2A
2121,RPS7
2122,T
2123,GAL
2124,MEF2A
2125,FOXD1
2126,FAM65B
2127,DAPK3
2128,FLOT1
2129,TOPORS
2130,PRMT1
2131,APOA4
2132,TGFB1
2133,MAPK8
2134,ANK3
2135,ADM
2136,MMP14
2137,P2RY1
2138,PRKCQ
2139,IL33
2140,EFNB2
2141,RAB3A
2142,MYO5A
2143,SMARCB1
2144,HDAC5
2145,INHA
2146,FOLR1
2147,CHRNA7
2148,CCL2
2149,ABL1
2150,IL6
2151,VEGFA
2152,LRRK2
2153,PTK2B
2154,BCL10
2155,NCK2
2156,HIPK2
2157,ADORA1
2158,PCSK9
2159,AURKA
2160,CAMK2D
2161,PIN1
2162,SLC9A3R1
2163,FZD5
2164,MAPK7
2165,SMARCA4
2166,CEBPB
2167,SOX17
2168,PIK3CA
2169,GJA1
2170,GRB2
2171,PRKCA
2172,CCL3
2173,IHH
2174,HRAS
2175,FOS
2176,MESP1
2177,HDAC6
2178,ZFP36L1
2179,WNT11
2180,WNT10B
2181,UCN
2182,HDAC4
2183,EGFR
2184,SRC
2185,BAX
2186,SNCA
2187,TLR9
2188,PIK3R1
2189,JUN
2190,XBP1
2191,JAK2
2192,FGF2
2193,TWIST1
2194,RB1
2195,TGFBR1
2196,TRAF6
2197,PRKCZ
2198,CCL13
2199,EP300
2200,ANXA1
2201,PPARD
2202,EZR
2203,TGFB2
2204,SMAD4
2205,ZC3H12A
2206,HMGB1
2207,GAS6
