gene_name,gene_id
Gm24865,ENSMUSG00000076445
Gm25875,ENSMUSG00000077511
Gm25761,ENSMUSG00000077171
Ranbp2-ps3,ENSMUSG00000098564
Mir10b,ENSMUSG00000065500
n-R5s118,ENSMUSG00000094178
Gm23311,ENSMUSG00000096455
Ccdc40,ENSMUSG00000039963
Olfr251,ENSMUSG00000096757
Olfr61,ENSMUSG00000096069
Gm27698,ENSMUSG00000098962
Gm24816,ENSMUSG00000093052
Aff3,ENSMUSG00000037138
RP23-115M13.4,ENSMUSG00000108150
Ccdc85b,ENSMUSG00000095098
Gm24337,ENSMUSG00000077392
Rpl9-ps4,ENSMUSG00000094989
Gm22265,ENSMUSG00000094131
Gm26651,ENSMUSG00000097495
Gm27527,ENSMUSG00000098703
Gm6027,ENSMUSG00000083508
Tsga10ip,ENSMUSG00000039330
Gm10053,ENSMUSG00000058927
Zfp553,ENSMUSG00000045598
Gm23195,ENSMUSG00000089439
Mir299b,ENSMUSG00000093291
Idh3b,ENSMUSG00000027406
Gm22478,ENSMUSG00000084519
Gm23304,ENSMUSG00000096184
Gm22577,ENSMUSG00000065665
Gm7974,ENSMUSG00000080889
Gm24939,ENSMUSG00000088950
Mir199a-2,ENSMUSG00000070126
Yipf2,ENSMUSG00000032182
Gm2431,ENSMUSG00000090455
Mir3070b,ENSMUSG00000094952
Gm26090,ENSMUSG00000088522
Gm22156,ENSMUSG00000089034
Gm22682,ENSMUSG00000065788
Mir139,ENSMUSG00000065446
Stamos,ENSMUSG00000086657
Fam120aos,ENSMUSG00000097059
Uaca,ENSMUSG00000034485
Mir7000,ENSMUSG00000099093
Gm28982,ENSMUSG00000101832
Mir5624,ENSMUSG00000093480
Mir297a-2,ENSMUSG00000076983
Gm26366,ENSMUSG00000094587
Gm23860,ENSMUSG00000094771
Slc22a23,ENSMUSG00000038267
Gm24369,ENSMUSG00000093128
Gm23675,ENSMUSG00000087936
Olfr971,ENSMUSG00000093934
Gm5160,ENSMUSG00000055795
mmu-mir-191,ENSMUSG00000105497
Gm25923,ENSMUSG00000088937
Mir6241,ENSMUSG00000098612
Gm10312,ENSMUSG00000096874
Gm4398,ENSMUSG00000097952
Gm24796,ENSMUSG00000095898
Gm25019,ENSMUSG00000094750
Gm22235,ENSMUSG00000087710
Cd8a,ENSMUSG00000053977
Cubn,ENSMUSG00000026726
Mir7065,ENSMUSG00000098532
Gm10801,ENSMUSG00000075015
Gm22715,ENSMUSG00000080549
Gm26011,ENSMUSG00000077598
Gm23702,ENSMUSG00000089465
Gm22738,ENSMUSG00000065374
Mir344b,ENSMUSG00000092921
Gm26133,ENSMUSG00000096198
Gm25260,ENSMUSG00000064987
Vmn2r110,ENSMUSG00000091259
Gm22974,ENSMUSG00000065235
Olfr63,ENSMUSG00000054666
Gm5287,ENSMUSG00000084173
Gm7678,ENSMUSG00000097795
Gm37803,ENSMUSG00000103302
Gm38140,ENSMUSG00000102380
Tssk6,ENSMUSG00000047654
Gm29203,ENSMUSG00000101353
Gm29424,ENSMUSG00000099948
Gm37663,ENSMUSG00000104469
Defa-ps14,ENSMUSG00000082710
Deptor,ENSMUSG00000022419
Gm29267,ENSMUSG00000101950
Gm28881,ENSMUSG00000100528
Gm6505,ENSMUSG00000070522
Gm29117,ENSMUSG00000100118
Abca4,ENSMUSG00000028125
Vmn1r100,ENSMUSG00000096386
Serpina3i,ENSMUSG00000079014
Lgi4,ENSMUSG00000036560
Otc,ENSMUSG00000031173
Abtb1,ENSMUSG00000030083
Gm27167,ENSMUSG00000098534
Gm11936,ENSMUSG00000081592
Gm5108,ENSMUSG00000094719
Gm15888,ENSMUSG00000085927
Gm12389,ENSMUSG00000081352
Gm5381,ENSMUSG00000082736
Gm13567,ENSMUSG00000083195
Ighv1-23,ENSMUSG00000103290
9430053O09Rik,ENSMUSG00000102344
Gm15502,ENSMUSG00000083813
Gm14116,ENSMUSG00000082158
Gm2495,ENSMUSG00000101357
Gm19280,ENSMUSG00000100522
Gm13499,ENSMUSG00000086523
Gm11845,ENSMUSG00000083073
Gm21970,ENSMUSG00000093701
Gm11107,ENSMUSG00000091027
Cyp3a13,ENSMUSG00000029727
Gm20468,ENSMUSG00000092539
Tenm3,ENSMUSG00000031561
Gclc,ENSMUSG00000032350
Dbh,ENSMUSG00000000889
Gm884,ENSMUSG00000034239
Rnf167,ENSMUSG00000040746
Colgalt2,ENSMUSG00000032649
Spata24,ENSMUSG00000024352
Gm23476,ENSMUSG00000089506
Gm25471,ENSMUSG00000094837
Gm26628,ENSMUSG00000097133
Gm22692,ENSMUSG00000092796
Gm4631,ENSMUSG00000078899
Gm25756,ENSMUSG00000077178
Mir673,ENSMUSG00000076316
Gm22614,ENSMUSG00000094812
Gm22285,ENSMUSG00000094890
Glipr1l1,ENSMUSG00000020213
Gm23940,ENSMUSG00000075908
Fam162b,ENSMUSG00000019909
Ccr4,ENSMUSG00000047898
Gm27937,ENSMUSG00000098503
Zfp712,ENSMUSG00000090641
Rpl7a-ps8,ENSMUSG00000070778
Gm22224,ENSMUSG00000087982
Dffa,ENSMUSG00000028974
Asah2,ENSMUSG00000024887
Lcor,ENSMUSG00000025019
Ngdn,ENSMUSG00000022204
Golt1a,ENSMUSG00000103421
Gm13818,ENSMUSG00000081353
Clasrp,ENSMUSG00000061028
Gm11943,ENSMUSG00000081025
Gm16095,ENSMUSG00000086014
Gm38282,ENSMUSG00000104334
RP24-365I5.1,ENSMUSG00000106534
Gm5963,ENSMUSG00000052192
Csnk1d,ENSMUSG00000025162
Gm6733,ENSMUSG00000084329
RP23-370D2.4,ENSMUSG00000106392
Hmx2,ENSMUSG00000050100
Sco1,ENSMUSG00000069844
2900011O08Rik,ENSMUSG00000044117
Rchy1,ENSMUSG00000029397
Nrros,ENSMUSG00000052384
Abca12,ENSMUSG00000050296
Zkscan17,ENSMUSG00000020472
Gm23573,ENSMUSG00000094906
Gm25678,ENSMUSG00000092725
Snord15b,ENSMUSG00000064966
AC073562.1,ENSMUSG00000104729
Gm23714,ENSMUSG00000095116
Zfp36l1-ps,ENSMUSG00000080942
9430092D12Rik,ENSMUSG00000102205
Gm16100,ENSMUSG00000083045
Gm23191,ENSMUSG00000096692
RP24-336G3.1,ENSMUSG00000108050
Gm11393,ENSMUSG00000082722
Gm24161,ENSMUSG00000077780
Gm2810,ENSMUSG00000082938
Adam29,ENSMUSG00000046258
RP23-299O17.5,ENSMUSG00000106156
Mrps27,ENSMUSG00000041632
Fas,ENSMUSG00000024778
Sh2d1b1,ENSMUSG00000102418
Asic4,ENSMUSG00000033007
Mre11a,ENSMUSG00000031928
Gm27389,ENSMUSG00000098859
Mir196a-2,ENSMUSG00000065488
Ighv1-17-1,ENSMUSG00000102773
Gm24992,ENSMUSG00000088037
Olfr945,ENSMUSG00000063380
Gm22997,ENSMUSG00000064779
RP24-222N4.3,ENSMUSG00000107934
Gm13324,ENSMUSG00000085100
RP23-110C17.1,ENSMUSG00000105565
Gm26596,ENSMUSG00000097185
Pwwp2b,ENSMUSG00000060260
Gm15681,ENSMUSG00000086842
Ndufs4,ENSMUSG00000021764
E030030I06Rik,ENSMUSG00000097327
Gm12119,ENSMUSG00000085240
Mir6932,ENSMUSG00000098497
Gm4883,ENSMUSG00000066620
Gm28436,ENSMUSG00000101619
Gm37311,ENSMUSG00000103049
Mir1912,ENSMUSG00000093039
n-R5s200,ENSMUSG00000077382
Fam120c,ENSMUSG00000025262
Gm22573,ENSMUSG00000064916
Timp2,ENSMUSG00000017466
Gm22764,ENSMUSG00000088995
Gm29422,ENSMUSG00000101544
9530003O04Rik,ENSMUSG00000102267
Gm5070,ENSMUSG00000096177
Zfp750,ENSMUSG00000039238
Rpl17-ps9,ENSMUSG00000066543
Gm14113,ENSMUSG00000084371
Gm38160,ENSMUSG00000102775
Gm20457,ENSMUSG00000092187
Gm15125,ENSMUSG00000080071
Cxcr5,ENSMUSG00000047880
Gm5528,ENSMUSG00000059483
Gm37647,ENSMUSG00000103256
Gm17970,ENSMUSG00000103230
Gm20802,ENSMUSG00000101200
Ccr2,ENSMUSG00000049103
Gm23259,ENSMUSG00000088943
Gm27168,ENSMUSG00000099162
4930469K13Rik,ENSMUSG00000085684
Gm12520,ENSMUSG00000081290
Gm3763,ENSMUSG00000094860
mmu-mir-290b,ENSMUSG00000106340
Gm28930,ENSMUSG00000102011
Gm23402,ENSMUSG00000094394
Gm8473,ENSMUSG00000093543
RP23-325M18.1,ENSMUSG00000106223
4930555O08Rik,ENSMUSG00000085676
Gm26423,ENSMUSG00000077465
Gm28808,ENSMUSG00000100159
Gm18444,ENSMUSG00000101015
RP23-339I6.2,ENSMUSG00000105730
Snord69,ENSMUSG00000077212
Ube2g2,ENSMUSG00000009293
Gm36345,ENSMUSG00000104500
6430503K07Rik,ENSMUSG00000053545
Gm29197,ENSMUSG00000100710
Ighv1-17,ENSMUSG00000103790
Mir29c,ENSMUSG00000065548
Rnu1b6,ENSMUSG00000065773
Gm22111,ENSMUSG00000095372
Gm22958,ENSMUSG00000084461
Gm24236,ENSMUSG00000088419
Gorab,ENSMUSG00000040124
AL669951.2,ENSMUSG00000107323
Gm37361,ENSMUSG00000103628
Gm16428,ENSMUSG00000082817
Mir330,ENSMUSG00000065543
Rpl23a-ps5,ENSMUSG00000102220
Gm16345,ENSMUSG00000085300
Rpsa-ps2,ENSMUSG00000045055
Gm25769,ENSMUSG00000089194
Snora2b,ENSMUSG00000065939
Mir290a,ENSMUSG00000077815
Gm24358,ENSMUSG00000089049
Gm22284,ENSMUSG00000077320
Gm21840,ENSMUSG00000101883
Gm23875,ENSMUSG00000065645
Mir7089,ENSMUSG00000098490
4930471M09Rik,ENSMUSG00000097693
Gm25788,ENSMUSG00000064655
AC151967.1,ENSMUSG00000106561
Gm10118,ENSMUSG00000062561
Traj57,ENSMUSG00000076876
Gm24635,ENSMUSG00000084661
Gm25982,ENSMUSG00000088545
F2rl3,ENSMUSG00000050147
n-R5s30,ENSMUSG00000084573
Gm6291,ENSMUSG00000095614
Gm5382,ENSMUSG00000078346
RP24-364D22.2,ENSMUSG00000108287
Rn7s2,ENSMUSG00000099250
Gm1840,ENSMUSG00000043192
Gm16344,ENSMUSG00000084824
Gm11281,ENSMUSG00000078917
Gm23946,ENSMUSG00000077611
Gm24470,ENSMUSG00000077674
Mir6988,ENSMUSG00000098928
Gm25799,ENSMUSG00000064577
Gm37341,ENSMUSG00000103410
Gm22163,ENSMUSG00000089033
4930555K19Rik,ENSMUSG00000048559
Zfp935,ENSMUSG00000055228
Rpl21-ps7,ENSMUSG00000094256
Gm22226,ENSMUSG00000087980
Gm11549,ENSMUSG00000085007
Dmp1,ENSMUSG00000029307
Gm25607,ENSMUSG00000077208
Gm26438,ENSMUSG00000064527
Gm24736,ENSMUSG00000089487
AC125178.1,ENSMUSG00000094722
Hist1h4k,ENSMUSG00000064288
Gm23598,ENSMUSG00000087887
Gm24402,ENSMUSG00000088498
Gm26799,ENSMUSG00000097579
AL603834.1,ENSMUSG00000106179
Spint3,ENSMUSG00000074596
S100a2,ENSMUSG00000094018
Zfp358,ENSMUSG00000047264
Gm10298,ENSMUSG00000070606
RP24-253I2.4,ENSMUSG00000104585
Gm22286,ENSMUSG00000094895
Mir8101,ENSMUSG00000098863
RP24-222N4.2,ENSMUSG00000107900
Gm24613,ENSMUSG00000065200
Gm14756,ENSMUSG00000080193
Gm24290,ENSMUSG00000088259
Fbxl22,ENSMUSG00000050503
Gm24901,ENSMUSG00000088750
Gm25736,ENSMUSG00000092906
Gm37895,ENSMUSG00000103924
Mir7677,ENSMUSG00000098826
Gm15069,ENSMUSG00000096661
Ighv1-47,ENSMUSG00000076709
Gm12153,ENSMUSG00000087172
Gm24788,ENSMUSG00000077471
Gm23908,ENSMUSG00000077787
Gm25555,ENSMUSG00000088703
AC129211.1,ENSMUSG00000104820
Mir7676-1,ENSMUSG00000098996
Gm6283,ENSMUSG00000098057
Gm22913,ENSMUSG00000094523
Gm24628,ENSMUSG00000084710
Gm5045,ENSMUSG00000025922
Gm17720,ENSMUSG00000091041
Gm22940,ENSMUSG00000089185
Gm38071,ENSMUSG00000103916
Cebpd,ENSMUSG00000071637
n-R5s34,ENSMUSG00000084602
Gm22442,ENSMUSG00000087881
Gm26656,ENSMUSG00000096931
Gm21726,ENSMUSG00000094277
Gm24002,ENSMUSG00000089081
Gm25136,ENSMUSG00000065187
Gm37051,ENSMUSG00000104221
Gm11742,ENSMUSG00000083314
Gm25895,ENSMUSG00000065648
RP23-120C8.7,ENSMUSG00000105470
1700036O09Rik,ENSMUSG00000086185
Tvp23bos,ENSMUSG00000086677
Gm24040,ENSMUSG00000095924
Gm22378,ENSMUSG00000088106
Gm12888,ENSMUSG00000073764
Gm25894,ENSMUSG00000065392
Gm16976,ENSMUSG00000085500
Cntnap4,ENSMUSG00000031772
Fut2,ENSMUSG00000055978
Olfr229,ENSMUSG00000095390
Gm25949,ENSMUSG00000093074
RP24-168A7.7,ENSMUSG00000106957
Gm23232,ENSMUSG00000087925
Gm24340,ENSMUSG00000077396
1700057H21Rik,ENSMUSG00000086007
Gm23542,ENSMUSG00000088833
Gm22420,ENSMUSG00000094969
RP23-119M19.2,ENSMUSG00000104716
Gm15083,ENSMUSG00000087083
Yjefn3,ENSMUSG00000048967
Gm340,ENSMUSG00000090673
Gm12468,ENSMUSG00000083985
Gm13400,ENSMUSG00000084143
B3gnt2,ENSMUSG00000051650
Gm23606,ENSMUSG00000095437
Mir6989,ENSMUSG00000099230
Gm22881,ENSMUSG00000088372
Gm23786,ENSMUSG00000080394
Gm10489,ENSMUSG00000097444
Gjd4,ENSMUSG00000036855
Gm3550,ENSMUSG00000078240
RP24-95O4.9,ENSMUSG00000106395
Siglec15,ENSMUSG00000091055
Gm24098,ENSMUSG00000096567
Fam219b,ENSMUSG00000032305
Gm14477,ENSMUSG00000096097
Gm10676,ENSMUSG00000074355
Gm24444,ENSMUSG00000087869
Gm22759,ENSMUSG00000076231
Gm24349,ENSMUSG00000089334
Ear14,ENSMUSG00000050766
Tcl1b1,ENSMUSG00000066359
Olfr1239,ENSMUSG00000075088
Gm26414,ENSMUSG00000088299
Gm25430,ENSMUSG00000088239
RP23-397C5.2,ENSMUSG00000105223
Gm10260,ENSMUSG00000069117
Gm13135,ENSMUSG00000082925
Gm7364,ENSMUSG00000101563
Gm22408,ENSMUSG00000092666
RP23-205F19.5,ENSMUSG00000108275
Gm27582,ENSMUSG00000098662
Gm37606,ENSMUSG00000103851
Gm23167,ENSMUSG00000087780
Mir6995,ENSMUSG00000098786
Atg4d,ENSMUSG00000002820
Gm26593,ENSMUSG00000097824
Gm24379,ENSMUSG00000084644
Snora74a,ENSMUSG00000065649
Gm8596,ENSMUSG00000101004
Gm5639,ENSMUSG00000082629
Gm25247,ENSMUSG00000093216
Gm25657,ENSMUSG00000089096
RP23-64I9.3,ENSMUSG00000107931
AF357399,ENSMUSG00000077711
D630033O11Rik,ENSMUSG00000095385
Gm7808,ENSMUSG00000091460
Mcpt2,ENSMUSG00000022226
Mir9-3,ENSMUSG00000093238
Tubgcp2,ENSMUSG00000025474
Olfr845,ENSMUSG00000061614
Gm25513,ENSMUSG00000065795
Gm25783,ENSMUSG00000084474
Arsi,ENSMUSG00000036412
Gm28418,ENSMUSG00000100524
Gm10797,ENSMUSG00000074999
4930431P03Rik,ENSMUSG00000075042
Gm12240,ENSMUSG00000084169
Gm13144,ENSMUSG00000094318
Gm14350,ENSMUSG00000080299
Gm23513,ENSMUSG00000095977
Gm26276,ENSMUSG00000087724
Gm37667,ENSMUSG00000103541
Gm13010,ENSMUSG00000086845
Gm26818,ENSMUSG00000097037
n-R5s169,ENSMUSG00000065044
Gm25490,ENSMUSG00000089359
Gm24256,ENSMUSG00000065630
Gm14945,ENSMUSG00000084054
Gm23633,ENSMUSG00000093034
Mipep,ENSMUSG00000021993
Taf5,ENSMUSG00000025049
Gm19791,ENSMUSG00000097214
Mir297a-4,ENSMUSG00000077954
Gm25936,ENSMUSG00000094470
Zg16,ENSMUSG00000049350
Mir466b-5,ENSMUSG00000096113
Gm23288,ENSMUSG00000096835
Gm22493,ENSMUSG00000077682
Gm22522,ENSMUSG00000088896
Gm20726,ENSMUSG00000092443
Gm7916,ENSMUSG00000081477
Gm24896,ENSMUSG00000084690
Rnu5g,ENSMUSG00000095892
Gm29143,ENSMUSG00000102126
mmu-mir-7232,ENSMUSG00000106154
RP23-42O8.9,ENSMUSG00000107254
n-R5s183,ENSMUSG00000065873
Mir1968,ENSMUSG00000088054
Mir6379,ENSMUSG00000098417
Mir6912,ENSMUSG00000099283
Olfr551,ENSMUSG00000073974
2310010G23Rik,ENSMUSG00000097468
Gm23666,ENSMUSG00000088678
F930015N05Rik,ENSMUSG00000095224
Gm26571,ENSMUSG00000096953
Olfr1240,ENSMUSG00000099909
Mir125b-2,ENSMUSG00000065472
Mir453,ENSMUSG00000077925
RP23-205F19.4,ENSMUSG00000107875
Gm14687,ENSMUSG00000083010
Mir7-2,ENSMUSG00000065609
Gm23117,ENSMUSG00000089107
Trav12n-3,ENSMUSG00000093915
Gm23262,ENSMUSG00000088948
Mir5122,ENSMUSG00000092745
Gm20907,ENSMUSG00000101830
AC149064.1,ENSMUSG00000105169
n-R5s128,ENSMUSG00000094003
Dusp4,ENSMUSG00000031530
Olfr980,ENSMUSG00000060254
Gm23115,ENSMUSG00000089105
Gm26402,ENSMUSG00000089124
Gm13494,ENSMUSG00000084334
Gm27174,ENSMUSG00000098784
Gm27401,ENSMUSG00000098792
Mir466o,ENSMUSG00000078026
Gm25773,ENSMUSG00000080368
Try10,ENSMUSG00000071521
Gm24477,ENSMUSG00000088063
Rgma,ENSMUSG00000070509
2010003K11Rik,ENSMUSG00000042041
Commd10,ENSMUSG00000042705
Gm22638,ENSMUSG00000094848
Gm23904,ENSMUSG00000088192
9530027J09Rik,ENSMUSG00000097197
Gm12889,ENSMUSG00000083941
Gm3115,ENSMUSG00000091022
Gm25580,ENSMUSG00000065343
Gm26342,ENSMUSG00000077745
Clec4d,ENSMUSG00000030144
Gm8501,ENSMUSG00000081253
Gm24768,ENSMUSG00000089137
Gm25162,ENSMUSG00000089531
Gm22203,ENSMUSG00000089230
Ssx9,ENSMUSG00000035371
Gm24997,ENSMUSG00000088535
A230065N10Rik,ENSMUSG00000092071
Clmp,ENSMUSG00000032024
Mir3099,ENSMUSG00000092815
Gm26176,ENSMUSG00000065729
Mcpt4,ENSMUSG00000061068
Mir669b,ENSMUSG00000076126
RP23-468H22.3,ENSMUSG00000106683
Gm22217,ENSMUSG00000088181
Mir133a-1,ENSMUSG00000065399
Exog,ENSMUSG00000042787
Olfr561,ENSMUSG00000073966
Snx19,ENSMUSG00000031993
AL627302.1,ENSMUSG00000105544
Gm27639,ENSMUSG00000098940
Trappc4,ENSMUSG00000032112
Gm23906,ENSMUSG00000088198
Gm27420,ENSMUSG00000099304
Gm6166,ENSMUSG00000074280
Snord1b,ENSMUSG00000077604
Mir875,ENSMUSG00000077890
Gm20873,ENSMUSG00000095148
Gm23688,ENSMUSG00000096392
Gm12916,ENSMUSG00000086087
Trim62,ENSMUSG00000041000
Gm24711,ENSMUSG00000096082
Fmr1os,ENSMUSG00000096946
Prok2,ENSMUSG00000030069
Gm22500,ENSMUSG00000089607
Gm4938,ENSMUSG00000071193
Gm25651,ENSMUSG00000065716
Gm25051,ENSMUSG00000089227
Gm22108,ENSMUSG00000095379
Fam134b,ENSMUSG00000022270
Gm26298,ENSMUSG00000095798
Ptger2,ENSMUSG00000037759
Gm22710,ENSMUSG00000080542
Slc2a2,ENSMUSG00000027690
Snord8,ENSMUSG00000093044
Islr2,ENSMUSG00000051243
Gm2046,ENSMUSG00000079030
Gm4301,ENSMUSG00000094314
BC100451,ENSMUSG00000076433
Gm24457,ENSMUSG00000065130
Gm34780,ENSMUSG00000103513
Gm25817,ENSMUSG00000096142
mmu-mir-216c,ENSMUSG00000106400
Gm19402,ENSMUSG00000095970
Psg29,ENSMUSG00000023159
Snord55,ENSMUSG00000092680
Gm26775,ENSMUSG00000096919
Tacr1,ENSMUSG00000030043
Gm17567,ENSMUSG00000090666
Zrsr1,ENSMUSG00000044068
1700122E12Rik,ENSMUSG00000087685
Gm25171,ENSMUSG00000095000
RP24-365C10.2,ENSMUSG00000107103
mmu-mir-7210,ENSMUSG00000105723
Wdfy2,ENSMUSG00000014547
Gm23310,ENSMUSG00000096454
Scamp5,ENSMUSG00000040722
Thada,ENSMUSG00000024251
Mir7066,ENSMUSG00000099042
AC165294.2,ENSMUSG00000096236
2900055J20Rik,ENSMUSG00000071860
Gm4073,ENSMUSG00000094736
Gm23444,ENSMUSG00000064856
RP24-97D9.7,ENSMUSG00000107800
Pafah1b2,ENSMUSG00000003131
Gm23540,ENSMUSG00000088168
Gm17267,ENSMUSG00000094203
Gm6114,ENSMUSG00000098005
H1fnt,ENSMUSG00000048077
Gm26617,ENSMUSG00000097340
Gm25919,ENSMUSG00000077459
Mir1964,ENSMUSG00000089139
Gm26273,ENSMUSG00000077368
Gm24638,ENSMUSG00000096166
Trim68,ENSMUSG00000073968
n-R5s173,ENSMUSG00000064554
Prss53,ENSMUSG00000044139
mmu-mir-3069,ENSMUSG00000106366
Gm23515,ENSMUSG00000064763
Gm14890,ENSMUSG00000081209
Alox15,ENSMUSG00000018924
Mir6968,ENSMUSG00000098510
Gm20489,ENSMUSG00000092463
Gm26361,ENSMUSG00000089493
Gm24517,ENSMUSG00000096676
Srpk2,ENSMUSG00000062604
Ctbs,ENSMUSG00000028189
Gm24366,ENSMUSG00000093124
Gm24388,ENSMUSG00000095140
Gm13491,ENSMUSG00000083472
Gm5039,ENSMUSG00000093847
Zfp853,ENSMUSG00000093910
Gm26209,ENSMUSG00000077040
Gm28239,ENSMUSG00000100418
Lrrc3b,ENSMUSG00000045201
Gm3104,ENSMUSG00000091292
Gm23582,ENSMUSG00000089155
Rnpepl1,ENSMUSG00000026269
Gm37009,ENSMUSG00000103880
Mir351,ENSMUSG00000065503
Ighv4-1,ENSMUSG00000076655
Il10rb,ENSMUSG00000022969
Gm29662,ENSMUSG00000099501
Gm26851,ENSMUSG00000096978
Mir383,ENSMUSG00000065457
Gm25041,ENSMUSG00000080508
Gm15342,ENSMUSG00000085884
Gm25489,ENSMUSG00000089352
Gm24859,ENSMUSG00000064663
Gm21957,ENSMUSG00000073844
Mir5131,ENSMUSG00000093167
D830039M14Rik,ENSMUSG00000043126
Gm26489,ENSMUSG00000088505
Mir5101,ENSMUSG00000092922
Pycrl,ENSMUSG00000022571
Gm22868,ENSMUSG00000065889
Ighv8-3,ENSMUSG00000103990
Gm23537,ENSMUSG00000088161
Gm27598,ENSMUSG00000098995
Rab11fip4os1,ENSMUSG00000087434
Gm25762,ENSMUSG00000077172
Gm25796,ENSMUSG00000064579
Gm25069,ENSMUSG00000092979
Gm4459,ENSMUSG00000083626
Gm23164,ENSMUSG00000092825
Gm24190,ENSMUSG00000088601
RP24-376N4.1,ENSMUSG00000106176
Gm4308,ENSMUSG00000095673
Rpl35,ENSMUSG00000062997
Gm25411,ENSMUSG00000065694
Mir3090,ENSMUSG00000093338
Gm25423,ENSMUSG00000088234
Fezf2,ENSMUSG00000021743
Gm27449,ENSMUSG00000098578
Gm6225,ENSMUSG00000097746
Ppa1,ENSMUSG00000020089
Gm22973,ENSMUSG00000065232
Gm23386,ENSMUSG00000089210
Gm21171,ENSMUSG00000095103
Kif13a,ENSMUSG00000021375
Gm27826,ENSMUSG00000093023
Gm22347,ENSMUSG00000095037
Gm25803,ENSMUSG00000077607
Gm38334,ENSMUSG00000104001
Gm27648,ENSMUSG00000098368
Gm28486,ENSMUSG00000099855
Ptgdr,ENSMUSG00000071489
Gm26338,ENSMUSG00000076327
Gm24510,ENSMUSG00000092706
Gm4275,ENSMUSG00000099422
Gm23637,ENSMUSG00000092816
mmu-mir-468,ENSMUSG00000106253
Gm23270,ENSMUSG00000077243
Gm2531,ENSMUSG00000058567
Gm11426,ENSMUSG00000069796
Mir345,ENSMUSG00000065429
Gm25244,ENSMUSG00000096896
Gm22064,ENSMUSG00000076944
Vmn1r198,ENSMUSG00000095125
Map3k2,ENSMUSG00000024383
Gm25390,ENSMUSG00000087966
Gm26865,ENSMUSG00000097641
Gm23741,ENSMUSG00000075719
Snora65,ENSMUSG00000065124
A430078I02Rik,ENSMUSG00000085589
Zfp184,ENSMUSG00000006720
Gm24225,ENSMUSG00000089450
Adh4,ENSMUSG00000037797
Olfr1241,ENSMUSG00000075086
Gm20879,ENSMUSG00000100246
Gm23952,ENSMUSG00000095380
Cmtm7,ENSMUSG00000032436
Gm10577,ENSMUSG00000073789
Gm23303,ENSMUSG00000064648
Arhgap9,ENSMUSG00000040345
Snord14e,ENSMUSG00000064791
Pramel,ENSMUSG00000082071
Sh3d19,ENSMUSG00000028082
Mir7024,ENSMUSG00000098830
Gm22824,ENSMUSG00000078061
Gm36984,ENSMUSG00000102499
Gm24615,ENSMUSG00000065202
Pla2g4d,ENSMUSG00000070719
n-R5s161,ENSMUSG00000065662
Dpyd,ENSMUSG00000033308
Gm6665,ENSMUSG00000091561
Gm23716,ENSMUSG00000087973
Rasa2,ENSMUSG00000032413
Mir181a-2,ENSMUSG00000065423
Pglyrp4,ENSMUSG00000042250
Gm25429,ENSMUSG00000088232
Gm10556,ENSMUSG00000097043
Mrpl49,ENSMUSG00000007338
Gm26220,ENSMUSG00000092956
Gm24589,ENSMUSG00000080342
Gm11539,ENSMUSG00000083337
Layn,ENSMUSG00000060594
Scd1,ENSMUSG00000037071
Slc30a5,ENSMUSG00000021629
8430419K02Rik,ENSMUSG00000085743
Olfr846,ENSMUSG00000058692
Slc26a10,ENSMUSG00000040441
Rgs9bp,ENSMUSG00000056043
Myo7b,ENSMUSG00000024388
Gm22344,ENSMUSG00000084591
mmu-mir-5046,ENSMUSG00000104884
Gm23696,ENSMUSG00000094642
Gm23690,ENSMUSG00000064970
Gm24218,ENSMUSG00000094639
Olfr221,ENSMUSG00000044286
Gm24655,ENSMUSG00000094033
Gm4312,ENSMUSG00000096640
Mir8099-2,ENSMUSG00000098498
RP24-365I5.2,ENSMUSG00000104715
Rpl34-ps2,ENSMUSG00000061669
4930557A04Rik,ENSMUSG00000048994
Gm24727,ENSMUSG00000088856
Gm26062,ENSMUSG00000065313
Gm23941,ENSMUSG00000075903
Gm23620,ENSMUSG00000093807
Gm25834,ENSMUSG00000089541
Gm27898,ENSMUSG00000099107
Ube2o,ENSMUSG00000020802
Gm26682,ENSMUSG00000097888
Ippk,ENSMUSG00000021385
Dhrs13,ENSMUSG00000020834
Gm5900,ENSMUSG00000094685
Ogn,ENSMUSG00000021390
Exoc3,ENSMUSG00000034152
Gm23415,ENSMUSG00000093260
Gm23003,ENSMUSG00000094020
n-R5s36,ENSMUSG00000064932
Gm23765,ENSMUSG00000087779
Gad1-ps,ENSMUSG00000090665
Gm1758,ENSMUSG00000090808
Gm17173,ENSMUSG00000090709
RP23-383E21.1,ENSMUSG00000107120
Gm25403,ENSMUSG00000064905
Rpp25,ENSMUSG00000062309
Gm25930,ENSMUSG00000064719
Gm26457,ENSMUSG00000064612
Tcl1b4,ENSMUSG00000079007
Mir7648,ENSMUSG00000099319
Gm26086,ENSMUSG00000088527
Mir1961,ENSMUSG00000089268
1700001L19Rik,ENSMUSG00000021534
2300003K06Rik,ENSMUSG00000078257
Gm29206,ENSMUSG00000099865
Gm23863,ENSMUSG00000093928
Mir7012,ENSMUSG00000099199
4930563E18Rik,ENSMUSG00000097387
Letmd1,ENSMUSG00000037353
Mir450-2,ENSMUSG00000076399
Rps13-ps1,ENSMUSG00000066362
Gm23136,ENSMUSG00000095868
Gm24474,ENSMUSG00000088068
